,position,company,location,details
108,PTS Data Analyst,Citi,"Irving, TX","Job Id: 22461767

Description:

Our dynamic team makes a big difference in the way our business is operated, and as the senior business analyst, you will manage critical initiatives that drive improvements in overall operational stability. If you are a natural leader with extensive communication skills and the ability to approach a situation from a critical standpoint to make a decision and develop the best solution. Come join our team and help guide our business as we move forward.

The Senior Business Analyst provides strategic business analysis services to Production Management Operational Governance. The focus of this position is to work closely with the process and function owners to gain in-depth understanding of strategy, processes, services, roadmap and the context in which the business operates. This role will be key to understanding the documenting capabilities needed to address business challenges.

The Senior Business Analyst is responsible for reviewing assigned business processes from end-to-end to identify and address operational, financial and technological risks. Identify opportunities to improve efficiency. Responsibilities will include a full range of activities from leading small to mid-size initiatives to assisting managers on larger more complex activities related to operational business functions that affect team members and service providers at the market level.

Primary Responsibilities:
Demonstrate up-to-date expertise in Information Systems and apply this to the development, execution and improvement of action plans by providing advice and guidance to others in the application of information and best practices
Support and align efforts to meet customer and business needs
Manage customer relationships and expectations by developing a communication process to keep others up-to-date on project results
Stay current with customer needs and strategies; utilizing formal and informal written communication methods (for example, emails, newsletters, PowerPoint presentations, executive updates, task lists, updates) to communicate updates and findings; and facilitating project meetings and presentations to all types of diverse audiences (for example, senior management, Customers, technical staff)
Lead or participate in multiple projects by completing and updating project documentation; managing project scope; adjusting schedules when necessary; determining daily priorities; ensuring efficient and on-time delivery of project tasks and milestones; following proper escalation paths; and managing customer and supplier relationships
Provide leadership to team members and peers by collaborating with others; articulating ideas and viewpoints to senior management, peers and others; identifying and initiating projects; managing resources; driving the resolution of issues; and holding self and team accountable for results
Identify, create and facilitate process design changes by conducting business and systems process analysis and design at a complex level; focusing on quality improvement and data management; ensuring data is reliable and valid; developing process improvements or re-engineering and recommending elimination; integrating new systems and processes with existing ones; and partnering with internal and external customers to ensure systems provided meet the long-term business strategies
Provide and support the implementation of business solutions by building relationships and partnerships with key stakeholders; identifying business needs; determining and carrying out necessary processes and practices; monitoring progress and results; recognizing and capitalizing on improvement opportunities; and adapting to competing demands, organizational changes and new responsibilities
Identify improvement opportunities (proactive and reactive)
Elicit and clearly document business and systems requirements
Assess business process and system inefficiencies
Identify ways to increase adoption and customer satisfaction
Demonstrated fluency in business processes and process differentiation
Ability to analyze and synthesize business requirements, including recognizing patterns and conceptualizing processes
Understand and negotiate needs and expectations of multiple stakeholders
ITIL Foundation certification is a plus, Manager’s certification will be an asset.
Strong project management, ability to successfully manage multiple tasks at any given point, strong relationship building skills & communication skills
Understanding of Indices, fundamentals and analytical data, returns level data etc.
Data analysis – Must have proficiency with SQL, Microsoft Excel
Experience with support technologies: Service Now, Splunk, Aternity, AppDynamics, Cognos a plus
Core Competencies/ Skills:
Self-reliant, reliable, well-organized and able to keep a number of activities in progress in parallel, balancing priorities as necessary
Positive ‘can-do’ attitude
Self-starter, takes ownership and accountability for assigned work
Client Focused and determined in getting the job done right,
Strong analytical skills, ability to logically break down tasks into smaller manageable parts
Ability to identify and manage key risks and issues,
Ability to identify, challenge and improve inefficiencies
Strong interpersonal skills, within the team, and interacting with multiple levels of management across GCG and CTI organizations.
Flexible, proactive, and self-motivated with a proven ability to drive Improvement efforts.
-------------------------------------------------

Job Family Group:

Technology

-------------------------------------------------

Job Family:

Business Analysis / Client Services

------------------------------------------------------

Time Type:

Full time

------------------------------------------------------

Citi is an equal opportunity and affirmative action employer.

Qualified applicants will receive consideration without regard to their race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.

Citigroup Inc. and its subsidiaries (""Citi”) invite all qualified interested applicants to apply for career opportunities. If you are a person with a disability and need a reasonable accommodation to use our search tools and/or apply for a career opportunity review Accessibility at Citi.

View the ""EEO is the Law"" poster. View the EEO is the Law Supplement.

View the EEO Policy Statement.

View the Pay Transparency Posting

Effective November 1, 2021, Citi requires that all successful applicants for positions located in the United States or Puerto Rico be fully vaccinated against COVID-19 as a condition of employment and provide proof of such vaccination prior to commencement of employment."
109,ESG Data Analyst,Dice,"Boulder, CO","Dice is the leading career destination for tech experts at every stage of their careers. Our client, NR Consulting LLC, is seeking the following. Apply via Dice today!

Title ESG Data Analyst Remote Contact and Fulltime both Minimum 2 years in relevant experience Advanced degree in Engineering, Mathematics, Physics, Climate Science, Sustainability, Economics, or Finance from a reputable academic institution. Knowledge of TCFD, CDP, and ESG reporting. Familiarity with climate risk modeling tools. Familiarity with one or more programming languages e.g., R, SAS, Python, Jupyter Notebook, Matplotlib, Pandas, GitLab, CoreNLP and spaCy. Familiarity with NGFSIEAIPCC temperature pathway scenarios. Understanding and leveraging UNEP FI climate analysis and modeling pilot. Familiarity with complete rater and ranker ESG engagement surveys."
110,Data Analyst,Live Nation Entertainment,"California, United States","Job Summary:

Qualifications:
Bachelor's or Master's degree in Computer Science, Information Science, Data Sciences, Statistics, or related field
3+ years of work experience in BI, Data Analytics or Data Science
Excellent analytical and presentation skills
Intermediate to expert knowledge in MS Office suite – specifically within Excel
Strong verbal and written communication skills to effectively share findings with shareholders
Ability to work with large data sets
Excellent knowledge of SQL queries
Good knowledge of data warehousing
Ideally would be familiar with S3, Athena, and Oracle
Willingness to learn new technologies and methodologies
Good knowledge of Python and Java
Marketing dataset knowledge is a plus

Responsibilities:
Understand the goals of business users and translate those insights into actionable and impactful reporting and analytics
Understand existing marketing data and create/ enhance data allocation models used for client settlement
Design SQLs and logic to extract data from data source and work with technical team to create ETLs
Keep track of marketing tables enhancements and work with technical team to make changes to ETLs
Work with marketing team to prioritize requests from multiple stakeholders, create project plans, determine level of effort
Analyze marketing data from multiple data sources and compare with financial reports
Work with large data sets via automated and manual data processing to produce structured data sets for analysis
Work with Finance users to resolve marketing data related issues on regular frequency
Work with reporting developers to create user specific reports/ dashboards"
111,Senior Data Analyst – Business Intelligence & Enterprise Analytics,Shake Shack,"New York, NY","Here at Shake Shack, we take care of each other first and foremost so that we can make raves for our guests, community, suppliers, and investors. After all, teamwork makes the dream work. We work our buns off, but we play hard too, with a Team Appreciation Day, unlimited meal discounts, volunteer opportunities, and so much more. If you’re looking for a deeply fulfilling, financially rewarding, and really fun career, you’re in the right place.

Senior Data Analyst - Business Intelligence & Enterprise Analytics

Experienced, proactive, driven Senior Data Analyst on the Business Intelligence & Enterprise Analytics team. Through business driving quantitative analysis/modeling, proactive insights, and strategic thinking, this individual will play a critical role in driving decision-making and the Company’s overall data analytics and forecasting process.

This individual is highly independent, a self-starter who collaborates with functions across the company including frequent direct interactions with the CEO and CFO. Responsibilities include managing Shack level forecasting, developing ad hoc (complex) business analyses and using findings of these analyses to inform strategic plans. Consistent focus on process improvement by delivering automation solutions. As a critical link between Finance and all other business stakeholders, the individual is responsible for helping to produce executive level presentations and delivering recommendations on business driving actionable insights. This individual is not afraid to roll up their sleeves and thrive in a fast-paced, dynamic environment which includes managing expected and unexpected deadlines, and possess a high-level of intellectual curiosity and can influence others without direct authority.

Key Responsibilities
Enterprise Forecasting - works closely with finance team and business leaders to gather insight into business trends to lead forecasting and analysis of Sales/Revenue and other Enterprise items. They are a key player in enterprise-wide
forecasting process including consolidating inputs across organization and being able to have informed perspectives on results
Conduct deep-dive analyses to understand company performance. Drive complex initiatives that address key strategic questions and lead assorted ad hoc projects
Develop and monitor KPIs to drive high-level oversight of business initiatives and company health, and develop regular insights from the data to enable performance management and facilitate accountability
Business Partner to Functional Leads - strong business partner to functions to assist them with understanding drivers and trends in their business, identify growth opportunities in the business and develop ideas with organization leaders into strategic business plans
Presentations and process automation- produce enterprise-level reporting such as drivers analyses, KPI’s, and monthly performance reviews for CEO/CFO. Consistently focused on process improvements and delivers automation solutions for team
Skills & Experience
Bachelor's Degree in Finance or related field
At least 4 years of robust work experience in analytics, business intelligence, statistical analysis or related experience
Proven track record of translating business problems into analytical frameworks for answering complex problems and delivering insights
Experience applying advanced analytical disciplines to financial, consumer, and/or product-level modeling, forecasting, regression, time series, etc.
Highly skilled in SQL, Python, Tableau, Alteryx (or related toolset)
Able to work independently with little direct supervision
Strong analytical and problem-solving skills
Well organized, detail-oriented, and able to manage multiple projects simultaneously
Strong communication skills with the ability to tailor based on audience and present confidently and cohesively
Retail or hospitality industry experience is a plus
Benefits Include
Medical, Dental, and Vision Insurance
Transit Discount Program
401K Plan with Company Match
Paid Time Off Program
Flexible Spending Accounts
Employee Dining Program
Referral Bonus
Online Training Program
Career Development
Corporate Fitness Discount Programs
Choice of Global Cash Card or Direct Deposit
In order to be eligible to work in our NYC Home Office, you must be able to provide proof of full COVID-19 vaccination upon hire. Accommodations due to disability or religious reasons will be evaluated in compliance with the law.

About Us

Beginning as a hot dog cart in New York City’s Madison Square Park, Shake Shack was created by Danny Meyer, Founder and CEO of Union Square Hospitality Group and best-selling author of Setting the Table. Shack Fans lined up daily, making the cart a resounding success, and donating all proceeds back to the park beautification efforts. A permanent stand was eventually built…and the rest is Shack history! With our roots in fine dining and giving back to the community, we are committed to high quality food served with a high level of hospitality. Our team members enjoy a positive work environment that is deeply committed to the philosophy they we ""Stand for Something Good.""

Shake Shack is an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, ancestry, national origin, religion, creed, age (over 40), disability (mental and physical), sex, gender identity, sexual orientation, gender expression, medical condition, genetic information, marital, military and veteran status.

Our company will consider for employment qualified applicants with criminal histories in a manner consistent with the requirements of applicable laws."
112,Data Analyst,Robert Half,"Austin, TX","Description

Robert Half is currently working with a client hiring a Data Analyst. The Data Analyst will prepare financial reports that serve as summary information for managers. In this role you will be compiling, interpreting, and reporting information on a variety of data types.

Requirements
Excellent written/verbal communication and organizational skills
Experience with various data models
Able to work independently with a minimal amount of oversight
Previous experience with data management and manipulation using SQL
Skilled in spreadsheet and reporting applications, including V-lookups, pivot tables, and queries
Critical thinking and problem-solving skills, and a high attention to detail
Technology Doesn't Change the World, People Do.®

Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.

Questions? Call your local office at 1.888.490.4429. All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit

© 2021 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to"
113,Data Analyst,Dice,United States,"Dice is the leading career destination for tech experts at every stage of their careers. Our client, Equis Staffing, is seeking the following. Apply via Dice today!

Wersquore looking for a Data Analyst to join our team on a consultant basis to help with weekly reporting and to help automate the data and reporting infrastructure. We use programsplatforms that include Tableau, Snowflake, 5tran and SQL. Qualifications 5+ years of data analytics and reporting experience Proficiency in working with complex data and writing complex SQL queries Proficiency with Excel Strong analytical thinking skills Experience with Google Analytics Excellent written and verbal communication skills Experience with cloud-based data warehouse environments a plus Experience working in an entrepreneurial eCommerce setting a plus 100 REMOTE"
114,Technical Data Analyst,Meta,"New York, NY","This role works closely with L&D’s leadership to build and integrate a data system infrastructure, synthesize insights and partner on data driven decision making. You will shape measurement strategies and implement a stable, comprehensive and robust reporting system. In this role, you will partner with your peer teams in building and managing data pipelines, developing reports and spearheading process automation.

Technical Data Analyst Responsibilities:

Design, build, and launch data pipelines to build the next generation of data tools that generate business insights
Pull, organize and analyze relevant data from multiple sources, using tools such as Tableau, VS and Code, and programming languages such as SQL and Python
Design, architect, and develop software and data solutions that help product and business teams make data-driven decisions
Influence data strategies and overall roadmap for building efficient data solutions and scalable data mart plans
Interface closely with data infrastructure, product, and engineering teams to build and extend cross platform ETL and reports generation framework
Build dashboards and data infrastructure towards a coherent tech and data ecosystem
Work collaboratively in a relationship-oriented, matrixed, fluid, growing and complex environment
Deliver analytical, survey or research results to technical and non-technical audiences
Document data requirements with partners by collaborating with relevant data analytics team members on iterations and changes to core solutions

Minimum Qualifications:

5+ years of experience in a strategic analytics development role
Experience managing and analyzing structured and unstructured data using tools such as SQL, Python, and Tableau
Understanding of data visualization principles
Experience navigating a fast-paced, dynamic working environment
Experience communicating technical results to technical and non-technical audiences across all levels of an organization
Experience handling sensitive data, and exercising judgment and discretion
Experience with survey analysis, data management and understanding of data structures
Experience with measurement strategies, analytics, change management, design-thinking, program and project management
Experience managing stakeholder requirements and expectations, supporting needs, managing the intake process, and asking questions to scope and solve the requests
Interest in diversity, engagement and inclusion work

Preferred Qualifications:

BA/BS or MA/MS in a field that emphasizes data analysis and visualization (e.g., computer science, social sciences, physical sciences, math, engineering, or statistics), or equivalent work experience
Experience working in the technology industry
Experience working with Learning & Development data problems
Experience developing tools, conducting empirical research, practical implementation, knowledge of best practices
Experience doing analytics-based research in Learning and Development
Experience working with HR/People data
Experience analyzing data using R

Facebook is proud to be an Equal Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law.Facebook is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
115,Data Science Analyst - Limited Tenure,Mayo Clinic,"Phoenix, AZ","Responsibilities

Data Scientists at Mayo Clinic perform detailed analysis of large bodies of heterogeneous data in order to discover new patterns and insights having an impact upon patient health and augmenting human capabilities. Candidate has expertise in AI, machine learning, deep learning, statistical data processing, regression techniques, neural networks, decision trees, clustering, pattern recognition, probability theory and data science methods used to analyze data.

May work with knowledge architects, informaticians and clinicians at Mayo, and partner outside companies to develop and deploy applications to bring AI and analytic solutions to nontechnical users, often at the point of care. Applies and modifies existing scripts or software applications to support data management, data extraction, data analysis, and AI as required May develop predictive models on datasets to address various business problems by leveraging statistical modeling, operations research, machine learning, or data mining techniques. May provide Consultative Services to departments/divisions and/or support scientific projects under the guidance of a designated senior level data scientist.

Other responsibilities:

Provides data insights for business problems that can be approached with analytics techniques to collect, explore, and extract insights from structured and unstructured data.
Has expertise in the data science methods used to analyze data, and knowledge of data types, topics, and scientific challenges and approaches.
Executes analytical procedures in the framework of a specific project work request.
Creates or modifies scripts or software applications to support data management, data extraction and data analysis as required.
Contributes to the interpretation of data analysis and to writing reports.
Helps customers understand the data set and provide training and suggestions for improvement on the data request.
Leverages communication and interpersonal skills and works with subject matter experts
Presents findings in easy to understand terms for the business or clinical practice.

Why Mayo Clinic?

Mayo Clinic is the nation's best hospital (U.S. News & World Report, 2021-2022) and ranked #1 in more specialties than any other care provider. We have a vast array of opportunities ranging from Nursing, Clinical, to Finance, IT, Administrative, Research and Support Services to name a few. Across all locations, you’ll find career opportunities that support diversity, equity and inclusion. At Mayo Clinic, we invest in you with opportunities for growth and development and our benefits and compensation package are highly competitive. We invite you to be a part of our team where you’ll discover a culture of teamwork, professionalism, mutual respect, and most importantly, a life-changing career!

Mayo Clinic offers a variety of employee benefits. For additional information please visit Mayo Clinic Benefits . Eligibility may vary.

Qualifications

A Bachelor’s degree in a relevant field such as engineering, mathematics, computer science, health science, or other analytical/quantitative and a minimum of three years of professional or research experience in data science will be considered.

The preferred candidate will possess a Master’s degree in a relevant field such as engineering, mathematics, computer science, health science, or other analytical/quantitative field and a minimum of one year of professional or research experience in data

Additional Qualifications

Demonstrated ability to develop predictive models to address various business problems through leveraging advanced statistical modeling, machine learning, or data mining techniques. May provide consultative services to departments/divisions and committees. Demonstrated application of several problem-solving methodologies, planning techniques, continuous improvement methods, and analytical tools and methodologies (e.g. machine learning, statistical packages, modeling, etc.) required. Incumbent must have ability to manage a varied workload of projects with multiple priorities and stay current on healthcare trends and enterprise changes. Interpersonal skills and time management skills are required. Requires strong analytical skills and the ability to identify and recommend solutions, advanced computer application skills and a commitment to customer service. Experience with data modeling and date exploration tools.

Exemption Status

Exempt

Compensation Detail

$89,772.80 - $134,638.40 / year

Benefit Eligible

Yes

Schedule

Full Time

Hours/Pay Period

80

Schedule Details

TBD. This position works remotely 50% or more; business need requires employees to live within a reasonable driving distance of campus

Weekend Schedule

TBD

Remote Worker

Yes

Site Description

Over the next four years, Mayo Clinic is making significant investments in both the physical and technological future of health care, through doubling the size of the Mayo Clinic campus in Phoenix, inclusive of practice, education, and research activities. Mayo Clinic's campuses in Arizona are located in Phoenix and Scottsdale, in the beautiful Sonoran Desert. The region is known as the Valley of the Sun, a metropolitan area with more than 4 million residents in 25 cities and towns.

With Phoenix being the fifth largest city in the nation, this sunny ""desert metropolis"" offers the amenities of a big city in the midst of a strikingly beautiful, rugged, southwest landscape.

Scottsdale frequently earns praise as a highly desirable place to live. The city's more than 200,000 residents enjoy a vibrant mix of culinary hot spots, arts and entertainment, professional and collegiate sports teams, and community resources. The region's desert climate promotes an outdoor lifestyle with a full complement of sports and recreation.

Department

Center for Digital Health

International Assignment

No

Country

United States

Job Posting Category

IT, Office Support

Recruiter

Stephanie Finer

Equal Opportunity Employer

As an Affirmative Action and Equal Opportunity Employer Mayo Clinic is committed to creating an inclusive environment that values the diversity of its employees and does not discriminate against any employee or candidate. Women, minorities, veterans, people from the LGBTQ communities and people with disabilities are strongly encouraged to apply to join our teams. Reasonable accommodations to access job openings or to apply for a job are available."
116,Data Analyst - Specialist,Vanguard,"Charlotte, NC","An awesome opportunity awaits a future crewmember to be part of the Data Management organization in the Chief Data Analytics Office. This position is in the Data Catalog product team responsible for managing the Metadata Repository for Vanguard's data. This team has and continues to rely heavily on sound data analytics to drive future enhancements to the Metadata Repository application. The mission , if you chose to join us is to be part of a team to provide best in class enterprise Metadata solutions to support the governance, privacy & analytic needs of one of our most critical assets at Vanguard, : data.

Core Responsibilities

Engages with internal partners to understand business strategy, questions and goals. Brings structure to business requests, translates requirements into an analytical project approach, and leads projects through completion. Delegates tasks and provides tactical and strategic guidance to peers.
Acquires and compiles structured and unstructured data and verifies its quality, accuracy and reasonableness.
Performs analyses of historical data to surface trends and insights using advanced analytical methods. Validates analytical techniques employed by other analysts.
Prepares and delivers visualizations and internal presentations that translate analytic insights into tangible, actionable solutions for business partners to implement.
Develops, owns and manages recurring analytic or reporting processes.
Mentors, coaches, trains, and develops junior data analysts. Proactively expands knowledge of business and analytics and shares with team members. Shares and documents best practices.
Participates in special projects and performs other duties as assigned.

Additional responsibilities:

Partners with product team members and stakeholders to resolve production and implementation issues use data to provide insight on the issues and enable rapid delivery.
Key participate in the planning, development and implementation of a new technical product features using data collected from the use of Highlander application. Analyzes industry Data Governance policies & practices in conjunction with Vanguard Data/Governance usage polices.
Employs a variety of qualitative and quantitative analysis techniques to continually improve the user experience.
Participates in and provides data driven recommendations for ongoing product feature development.

Qualifications

Minimum of five years related work experience.
Undergraduate degree or equivalent combination of training and experience.

Special Factor

Vanguard is not offering visa sponsorship for this position.

About Vanguard

We are Vanguard. Together, we’re changing the way the world invests.

For us, investing doesn’t just end in value. It starts with values. Because when you invest with courage, when you invest with clarity, and when you invest with care, you can get so much more in return. We invest with purpose – and that’s how we’ve become a global market leader. Here, we grow by doing the right thing for the people we serve. And so can you.

We want to make success accessible to everyone. This is our opportunity. Let’s make it count.

Inclusion Statement

Vanguard’s continued commitment to diversity and inclusion is firmly rooted in our culture. Every decision we make to best serve our clients, crew (internally employees are referred to as crew), and communities is guided by one simple statement: “Do the right thing.”

We believe that a critical aspect of doing the right thing requires building diverse, inclusive, and highly effective teams of individuals who are as unique as the clients they serve. We empower our crew to contribute their distinct strengths to achieving Vanguard’s core purpose through our values.

When all crew members feel valued and included, our ability to collaborate and innovate is amplified, and we are united in delivering on Vanguard's core purpose.

Our core purpose: To take a stand for all investors, to treat them fairly, and to give them the best chance for investment success.

Future of Work

During the pandemic, we transitioned to a work from home model for the majority of our crew and we continue to interview, hire, and on-board future crew remotely.

As we have developed the path forward, we have taken a thoughtful approach that both maximizes the advantages of working remotely and the many benefits of coming together and collaborating in a shared workspace. We believe that in-person interactions among our crew are important for preserving our unique culture and advantageous for the personal development of our crew.

When our Crew return to the office, many will work in our hybrid model. A smaller proportion of our crew will operate in the Work from Home work model (for example, field sales crew); or in the Work from Office model (for example, portfolio managers).

The working model that your role falls into will be communicated to you in the interview process – please do ask if you are unsure. We encourage you to make the decision regarding your job interview and offer knowing which model your role will fall into. We will test and learn as our ways of working evolve and will continue to evaluate working models along the way."
117,Data Analyst,Aston Carter,"Fort Worth, TX","Remote but must be located in city where job posting is posted ****
Description:*
Manually creating a file within Excel
Documenting employees eligible for bonuses
Retrieve information from other departments (payroll, HR, etc.)
Sending files to managers for completion on performance ratings
Work mostly on SharePoint and Excel
Working with payroll groups to update information correctly
Some marketing pricing and market analysis.
Additional Skills & Qualifications:*
High School diploma
3-5 years heavy data entry/reporting/analysis * knowledge on creating excel databases
Some SharePoint
Advanced in excel

About Aston Carter:

At Aston Carter, we’re dedicated to expanding career opportunities for the skilled professionals who power our business. Our success is driven by the talented, motivated people who join our team across a range of positions – from recruiting, sales and delivery to corporate roles. As part of our team, employees have the opportunity for long-term career success, where hard work is rewarded and the potential for growth is limitless. Established in 1997, Aston Carter is a leading staffing and consulting firm, providing high-caliber talent and premium services to more than 7,000 companies across North America. Spanning four continents and more than 200 offices, we extend our clients’ capabilities by seeking solvers and delivering solutions to address today’s workforce challenges. For organizations looking for innovative solutions shaped by critical-thinking professionals, visit [AstonCarter.com.](AstonCarter.com) Aston Carter is a company within Allegis Group, a global leader in talent solutions. The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law. If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please call 888-237-6835 or email [astoncarteraccommodation@astoncarter.com](mailto:%20astoncarteraccommodation@astoncarter.com) for other accommodation options. However, if you have questions about this position, please contact the Recruiter located at the bottom of the job posting. The Recruiter is the sole point of contact for questions about this position."
118,Data Analyst,Wipro,"San Jose, CA","Role Title

Data Analyst

Reports To

Project Manager/ Database Lead

Direct Reports

NA

Indirect Reports

(Upto N-2)

NA

Role Purpose

The purpose of this role is to interpret data and turn intoinformation (reports, dashboards, interactive visualizations etc) whichcan offer ways to improve a business, thus affecting business decisions.

Do
Managing the technical scope of the project in line with therequirements at all stages
Gather information from various sources (data warehouses,database, data integration and modelling) and interpret patterns andtrends
Develop record management process and policies
Build and maintain relationships at all levels within the clientbase and understand their requirements.
Providing sales data, proposals, data insights and accountreviews to the client base
Identify areas to increase efficiency and automation ofprocesses
Set up and maintain automated data processes
Identify, evaluate and implement external services and tools tosupport data validation and cleansing.
Produce and track key performance indicators
Analyze the data sets and provide adequate information
Liaise with internal and external clients to fully understanddata content
Design and carry out surveys and analyze survey data as per thecustomer requirement
Analyze and interpret complex data sets relating tocustomer’s business and prepare reports for internal and externalaudiences using business analytics reporting tools
Create data dashboards, graphs and visualization to showcasebusiness performance and also provide sector and competitorbenchmarking
Mine and analyze large datasets, draw valid inferences andpresent them successfully to management using a reporting tool
Develop predictive models and share insights with the clients asper their requirement





Stakeholder Interaction

Stakeholder Type

Stakeholder Identification

Purpose of Interaction

Internal

Project Manager/ Database Lead

Regular reporting & updates

External

Clients

Client engagement, reviews etc





Display

Lists The Competencies Required To Perform This Role Effectively
Functional Competencies/ Skill
Leveraging Technology - Knowledge of current and upcomingtechnology (automation, tools and systems) to build efficiencies andeffectiveness in own function/ Client organization - Expert
Process Excellence - Ability to follow the standards and norms toproduce consistent results, provide effective control and reduction ofrisk - Expert
Technical knowledge - knowledge of various programminglanguages/ software (Python, Microsoft Excel, VBA, Matlab, SQL etc) andtools on data analytics - Expert

Competency Levels

Foundation

Knowledgeable about the competency requirements. Demonstrates (inparts) frequently with minimal support and guidance.

Competent

Consistently demonstrates the full range of the competencywithout guidance. Extends the competency to difficult and unknownsituations as well.

Expert

Applies the competency in all situations and is serves as a guideto others as well.

Master

Coaches others and builds organizational capability in thecompetency area. Serves as a key resource for that competency and isrecognised within the entire organization.

Behavioral Competencies
Formulation &Prioritization
Client centricity
Execution Excellence
Passion for Results
Confidence
Business Acumen

Deliver

No.

Performance Parameter

Measure

Analyses data sets and provide relevant information to the client

No. Of automation done, On-Time Delivery, CSAT score, Zero customerescalation, data accuracy"
119,Senior Data Analyst,Frontify,United States,"Your New Company

We’re creating a home where all brands can thrive. A place where everyone (yep, everyone!) is a part of building beloved brands. Today, Frontify is empowering thousands of different-sized companies around the world, including Lufthansa, KIA, Vodafone, Maersk, Dyson, and Allianz.

Frontify is a scaleup company with over 250 employees and growing. We’re an international team – with our headquarters in St. Gallen, Switzerland; a growing team in the US; and colleagues working remotely from all over Europe. Frontify is built on a collaborative culture of experimentation, trust, and transparency. We believe in being happy and fulfilled at work, and let our personalities shine through everything we do. Does this sound like the place for you? Then read on.

Your Team

While small, the Data team is mighty. They provide the information that drive our decisions, build our data culture, and extend our data warehouse. Their work shapes what and how every team in Frontify does what they do best. In their downtime, they’re enjoying the good life – spending time with their families, reading French literature, or tending to their gardens.

Your Mission

You’ll drive Frontify’s ability to make data-driven decisions with your hands-on approach to data analytics. By building analyses on Thoughtspot (our self-service analytics tool) and on other tools, explaining trends across various data sources to identify opportunities for growth or improvement, and working with the data to spot inconsistencies or edge cases, you’ll provide the data insights that’ll steer decision making. Working cross-functionally, you’ll also provide the Frontify community with the skills to create their own insights and democratize data.

Your Story
You’re able to work remotely as long as you’re located in Switzerland, Germany, or the UK – though, you’ll always be more than welcome at any of our offices.
You have 3+ years of experience in a Data Analyst or similar role – ideally in the SaaS space, but that’s not a must.
You have a Bachelor’s degree in a quantitative field, such as statistics, mathematics, data science, economics, etc.
You are fluent in SQL, confident in Python or R, and experienced in data analysis methods and visual visualizations.
You have the strong analytical skills and know-how to work with large datasets. You also know how to clean and validate data.
You’d get bonus points if you’ve worked with Thoughtspot or Snowflake before.
You’d get bigger bonus points if you’re well-versed in forecasting and predictive analytics or data science methodologies. (Though, these aren’t must-haves.)
Your track record boasts your ability to break down quantitative and qualitative data into easily digestible reports that everyone can understand.
You feel comfortable working independently to produce actionable insights that keep up with a dynamic and fast-changing environment.
Your friends would describe you as independent, communicative, and detail-oriented.
You speak English fluently and can communicate ideas and insights in a clear, concise way.

Goodies

Frontify is more than a dynamic company with plenty of opportunities to build a collective future. It’s a vibrant, united community that’ll support you as you strike out on your journey. Our office is pretty great (we can’t wait to show you), although, it’s our culture of innovation, learning, freedom, and happiness that we're excited to share with you. Our word only counts for so much – start the conversation.

Next steps
Send us your CV and answer some questions: You’ll hear back from us within a week.
Virtual call with the Recruiter: You’ll meet the Employee Success team (our fancy name for HR) to discuss Frontify, the role, and you – your passions, your skills, you.
Virtually meet the team: You’ll meet your new team over a few calls. You’ll discuss the role, showcase your skills through your answers or a case study (or both), and get a feel for the brand new journey that’s awaiting you.
Join us: If all goes well, you’ll join Frontify’s journey soon."
